IID	SEX	PC1	PC2	PC3
samp_g0_75	0	1.0339481524560383	-0.2712479173449367	-0.06269117163951171
samp_g0_76	1	-1.6321692089928692	-0.16722382755458015	-1.2932467196702535
samp_g0_77	1	1.9624069340664883	1.385836680845578	0.20460281428767782
samp_g0_78	1	0.33170806045726187	-0.7825875042089541	-0.5401840362118814
samp_g0_79	1	-0.12566963521525373	-0.2871934056227156	0.5131127483175992
samp_g0_8	1	1.0202417018738477	0.9434613579684873	0.12342573423755732
samp_g0_80	1	0.4734044048813534	1.2066614894090153	0.9217648927484922
samp_g0_81	0	-0.8245716224334051	-1.8764963343676273	0.3719417758665089
samp_g0_82	1	-0.10706876349516244	0.7184002151145683	-1.0548476338404982
samp_g0_83	1	0.24124670261009254	-0.4169234746934952	0.35738441600186494
samp_g0_84	1	0.04713840960133571	-2.7145470067109767	0.6194407878704646
samp_g0_85	1	-0.44031640775816444	0.03227089677751231	0.7132787704530102
samp_g0_86	1	0.2561897978249288	-1.3017291746234847	-0.7286671559443915
samp_g0_87	1	0.06872955291796173	-0.20770932410773965	-2.795503394841026
samp_g0_88	0	0.576493958717979	0.08096534884688679	-0.29571842321798936
samp_g0_89	1	1.367065308444196	0.5419155663898078	0.21865625031027844
samp_g0_9	0	0.3540373702138871	1.2052505455054527	1.2536182089893064
samp_g0_90	0	0.9928206405798433	0.3884679875815459	-0.7300898777652941
samp_g0_91	0	-0.50936027497017	0.4429928859263773	0.9518829324546763
samp_g0_92	1	1.1001226839958012	-0.9967265796074728	-1.148368347517885
samp_g0_93	1	-1.602827340250239	-0.4048163254092237	0.5090846212991181
samp_g0_94	1	0.0017586879196196932	0.15473314236838004	0.19323803609907872
samp_g0_95	1	-1.0899340266352995	1.3228419283425614	-0.6828897560367748
samp_g0_96	1	-0.4363243553377033	-0.540677720724206	-0.24811217479284617
samp_g0_97	1	-0.8507172966209985	0.9335481252492273	0.7194995541975127
samp_g0_98	0	-0.8117070389292925	-0.5068226563186463	-0.6921213848236912
samp_g0_99	1	0.5414345800722279	-1.0105949349431724	1.0596875371771695
samp_g1_0	0	0.08426495736159297	-0.4286654238164352	0.1768442266600413
samp_g1_10	0	0.7182893411430957	-0.570220831727847	-0.9368759987488743
samp_g1_1	1	1.272940566781707	-1.8371518627354466	-1.8149428410738309
samp_g1_11	0	0.05829070558896344	-0.4979946291478684	-0.22622096965519653
samp_g1_12	0	-0.1354616105889397	-0.2528570235458679	0.5480056036237418
samp_g1_13	1	0.3476035024527009	2.838768636359562	-0.18372172894350408
samp_g1_14	1	-0.1768400487466636	-0.5323029065916164	0.2461992460262961
samp_g1_15	0	1.7468632240015909	1.0336987514891471	-0.3655925240285603
samp_g1_16	0	-0.20665173893536307	-0.8092599334624028	1.0692411820455805
samp_g1_17	0	-0.3192801750538169	-0.12446082226449925	-0.09124152568631895
samp_g1_18	0	0.11855662171756466	-1.1973231939988878	0.44129512921337427
samp_g1_19	1	-0.013908622090355621	-1.0480720351635662	0.8465872319645946
samp_g1_20	0	0.45987463836054515	-0.6725072642374057	0.034572227111887406
samp_g1_2	1	2.1149947847609	0.41809682939661036	-0.9098206908525078
samp_g1_21	0	-0.6945858229841267	1.1364844697414946	0.11729774803031444
samp_g1_22	0	0.7397820057071371	-0.14321962801970217	0.12330351572027812
samp_g1_23	0	2.090742082791707	0.4655991699021249	-0.8454571652057515
samp_g1_24	0	-1.1602662983394683	-0.4869280131432616	0.2204045259152518
samp_g1_25	1	-2.2249687446337028	0.5158519613097646	1.4864855857188826
samp_g1_26	1	0.281887287565488	-0.025194366759073137	0.004832658589119606
samp_g1_27	1	0.5948965311447485	1.0562049215298475	1.5979841558995258
samp_g1_28	0	-1.168701497644218	-0.6074758450725868	-1.7859003297111438
samp_g1_29	1	-1.222060760743852	-1.4562333028744916	-0.3579926000865786
samp_g1_30	1	-0.7220942030882794	0.2627690903928663	-0.822625750231599
samp_g1_3	0	-0.016655514804706797	0.40118249731172567	-0.07873991500195898
samp_g1_31	1	0.7063206973355819	0.64115533091521	2.277530387627678
samp_g1_32	0	2.0656490183263543	-0.6157668414376959	0.847818081981232
samp_g1_33	0	-0.9895212721692839	0.0005758551475158204	0.26461770165566434
samp_g1_34	0	-1.621549491639244	-1.7577180685440832	0.6740396281697172
samp_g1_35	1	0.6461000961706603	-0.2597798853387327	0.21583677203422438
samp_g1_36	0	-0.021483450551997622	1.0973915390500582	-0.16020098805583244
samp_g1_37	1	1.3063309218544237	-0.6410920189431423	1.1095063191904715
samp_g1_38	1	-1.4113551021414525	1.3041865759920233	0.22382495665092375
samp_g1_39	1	-0.9794008739821484	-0.3364562702020835	-0.44932533420593923
samp_g1_40	0	0.4921392082950056	1.432545350890086	-1.043096215915115
samp_g1_4	0	0.7049438798457781	-2.188092795743647	1.2867718631350005
samp_g1_41	1	0.45080068534260676	-0.4712766713259507	-0.9211720933279413
samp_g1_42	0	-0.9589546215602873	-0.01449330750376679	0.020474607775476765
samp_g1_43	1	0.04972027852194711	0.7160542052377102	-2.304556458827085
samp_g1_44	0	-0.4427446320341387	-0.0010896735505833267	-0.6611672404337974
samp_g1_45	0	-0.3026343592131259	-0.8023516229123995	0.061560279721751175
samp_g1_46	1	-0.7515376119600639	0.07531554462187058	-0.3947924899726456
samp_g1_47	0	0.6930321639380653	-0.6515418552178452	-1.687970214151422
samp_g1_48	0	-0.7609228464110591	-1.110804921773696	0.414734375027483
samp_g1_49	0	-0.4773175814958143	0.6512778387168029	1.637512369821675
samp_g1_50	0	-1.570619139235914	-0.6358305841845691	1.1066313250292403
samp_g1_5	1	-0.6217374853282898	0.5549631681614114	-0.587643524174694
samp_g1_51	1	0.38064172786409056	-1.3992298382153119	-1.074347417387996
samp_g1_52	1	-0.3075695985585742	-1.240002150750328	0.460508224154579
samp_g1_53	1	0.9773220730685072	1.202495989986072	-1.0508888507659804
samp_g1_54	1	0.270574983404351	-1.2161262474891157	0.513006176151481
samp_g1_55	0	-0.9681539119302458	0.3555303850966254	-0.9435546247111937
samp_g1_56	1	-0.1314678832583109	0.12753875692965272	-0.23287612301391505
samp_g1_57	1	-2.007683161814183	-0.5251827923154121	0.22022469352734012
samp_g1_58	0	0.7192378449735181	-1.2871862282258033	0.07857394116466153
samp_g1_59	1	0.27690062328724624	-0.5810274660585113	-0.1613835156909944
samp_g1_60	1	-1.9940046653088166	-0.01840458861365636	-1.3580276156517688
samp_g1_6	0	-0.9811760365649871	0.1862800672423669	0.4407214835239809
samp_g1_61	0	-1.026746672792955	-0.9405763659804454	1.1062091431776766
samp_g1_62	1	-0.5793178955618339	-0.7247708837715853	-0.19426035087450325
samp_g1_63	1	-0.7503457053843314	1.3580258801603742	0.144805670614474
samp_g1_64	1	-1.5794278148355325	-0.31491109860090494	-0.3404702027397586
samp_g1_65	0	-1.7798818647593606	-0.5344560261655283	-0.5455435208580637
samp_g1_66	0	0.1799569511398901	-1.1076054027660855	0.15783446657287245
samp_g1_67	1	1.1246448732377259	-0.04310406137241548	-0.9481978527423199
samp_g1_68	1	0.12359513872070867	-0.8083415238393854	1.215904732797339
samp_g1_69	1	-0.939644348724984	-0.2529591154825306	-0.4431648477220136
samp_g1_70	0	-1.398676189682694	0.029849539245780876	-0.3032862934749751
samp_g1_7	1	0.8293236554602537	0.27402485002551935	0.28097456439997875
samp_g1_71	0	0.12084832599978108	-1.6371465169944766	-0.7196522612617926
samp_g1_72	0	0.5963932734434108	-0.22971509457188333	-0.6645041789021517
samp_g1_73	1	0.36999934801264117	0.4689724066680611	-1.7885429519734362
samp_g1_74	1	1.2251842198815084	2.6134196152967575	-0.055321766951734554
samp_g1_75	1	0.15917397537116043	0.2781072604189405	0.20259773968142675
samp_g1_76	0	-1.4372541001797814	0.7752698526504471	-1.863987204522396
samp_g1_77	1	-1.7981022244623033	1.5586438289423161	-0.38438148790618226
samp_g1_78	0	-1.0503915144793528	-1.44875958994686	0.12739461530344465
samp_g1_79	1	0.8075071759724	-0.26758446636118444	0.49522164434301097
samp_g1_80	0	2.0459482553984283	1.0087652848323125	-1.3307186909710687
samp_g1_8	0	0.514765938923364	0.9666384258595828	-1.6344006359642909
samp_g1_81	1	-0.13104219841099868	-0.40856416569625137	0.19551793785434485
samp_g1_82	1	0.6280394532388032	-1.3803947768321758	1.6083258158411122
samp_g1_83	1	-1.355502039112437	-0.9794411390054021	0.783163581352853
samp_g1_84	1	0.713207195401279	0.8805038820513976	-1.068189043031593
samp_g1_85	0	1.3984600917128502	0.06607876102497887	0.19679241905582603
samp_g1_86	0	0.2697789740798552	0.22164611720502306	-0.8424122446351745
samp_g1_87	1	0.27718724261405603	-0.006459284095359978	0.8319960602420502
samp_g1_88	0	-0.3953865352948035	0.8020484050104161	-0.625477003262464
samp_g1_89	1	-0.9987825079308856	1.682359417348347	0.9708239493770989
samp_g1_90	0	0.6966866556541829	-0.8041815503907056	-1.5926301344890563
samp_g1_9	1	1.2191629927755614	-0.6641742367081793	-1.2521868453025788
samp_g1_91	1	-0.21050513655069072	-0.692119187108967	0.3374464460992407
samp_g1_92	0	-0.9728989970662104	0.20679916058010073	0.661005934423578
samp_g1_93	1	-0.9453845953075675	-0.2641160107824663	-0.24641009839618763
samp_g1_94	1	0.15131512157272525	-0.43875052856187907	0.7970453293768651
samp_g1_95	0	-0.9395372438816233	-1.513836864865886	1.8517960555891957
samp_g1_96	0	0.5451186938343561	0.8514645340936317	-0.12345398206392943
samp_g1_97	0	-1.6609630559414066	0.9858678249859352	-1.068407190917627
samp_g1_98	1	-0.375669489866281	0.2942348067969645	1.4559103970321792
samp_g1_99	0	0.09817965557682093	-0.6146840217043317	-1.4691464890830663
